,file_id,im_path,label_literal,label
0,0_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\0_c_asian.jpg,cloth_mask,0
1,100_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\100_c_asian.jpg,cloth_mask,0
2,101_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\101_c_asian.jpg,cloth_mask,0
3,102_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\102_c_asian.jpg,cloth_mask,0
4,103_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\103_c_asian.jpg,cloth_mask,0
5,104_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\104_c_asian.jpg,cloth_mask,0
6,105_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\105_c_asian.jpg,cloth_mask,0
7,106_c_asian.png,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\106_c_asian.png,cloth_mask,0
8,107_c_asian.jpeg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\107_c_asian.jpeg,cloth_mask,0
9,108_c_asian.jpeg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\108_c_asian.jpeg,cloth_mask,0
10,109_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\109_c_asian.jpg,cloth_mask,0
11,10_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\10_c_asian.jpg,cloth_mask,0
12,110_c_asian.jpg,F:\Libraries\Documents\ALL\School\GrDip\comp6721_applied_artificial_intelligence\project\FaceMaskCNN\data\masktype\DatasetRaceCroppedAugBalanced\cloth_mask_TF\asian\110_c_asian.jpg,cloth_mask,0
